['Teaching Support Assistant'],2
['Teaching Support Assistant'],2
['Instructor'],2
['Teaching Support Assistant'],2
['Teaching Support Assistant'],2
['Teaching Support Assistant'],2
['Instructor'],2
['Teaching Support Assistant'],2
['Teaching Support Assistant'],2
['Chief Clerk'],3
['Teaching Support Assistant'],2
['Instructor'],2
['Instructor'],2
['Teaching Support Assistant'],2
['Instructor'],2
['Teaching Support Assistant'],2
['Auto Lab Supervisor'],2
['Lab Technician Senior'],3
['Associate Dean'],2
['Lab Technician'],3
['Faculty Specialist I-Lecturer'],2
['Lab Technician'],3
['Lab Supervisor'],2
['Lab Coordinator'],3
['Network Administrator'],3
['Instructor'],2
['Lab Technician'],3
['Lab Technician'],3
['Master Faculty Specialist'],3
['Master Faculty Specialist'],3
['Master Faculty Specialist'],3
['Lab Coordinator'],3
['Instructor'],2
['Senior Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Administrative Assistant'],3
['Engineering Educator'],2
['Engineering Educator'],2
['AE/CoE Technical Staff'],3
"['Coordinator, NASA in Kansas']",3
"['Engineering Educator, Lecturer']",2
['Biomedical Engineering Lab Technician'],3
"['Engineering Educator, Undergraduate Coordinator (Electrical Engineering)']",3
"['Lecturer, Undergraduate Coordinator (Computer Engineering and Computer Science)']",3
['Engineering Educator'],2
['Systems Administrator'],3
"['Electrical Engineering, Lab Manager']",3
['Network Administrator'],3
['Manufacturing Lab Technician'],3
['Desktop Technology Support'],3
['Career Development Specialist'],3
['Career Development Specialist-College of Engineering'],3
['Engineering Educator Mechanical Engineering'],3
['Technical Support Consultant II'],3
['Senior Administrative Assistant '],3
['Office Assistant'],3
['Office Assistant'],3
['Lecturer/Lab Manager'],3
['Analyst/Technical Writer'],2
['Department Secretary'],3
['COMTEC Director'],3
['Office Manager'],3
['College Lab Service Specialist'],3
['Lecturer\\Systems Administrator'],3
['Lecturer'],2
['Lecturer'],2
['Executive Assistant'],3
"['Adjunct Instructor / Lecturer, Civil & Environmental Engineering']",2
['Lab Manager'],3
['Electronics Engineer'],2
['Adjunct Instructor'],2
['Adjunct Instructor'],2
['Corporate and Professional Education'],3
['Corporate and Professional Education'],3
['Corporate and Professional Education'],3
['Adjunct Instructor'],2
"['Adjunct Instructor / Lecturer, Mechanical Engineering']",2
"['Adjunct Instructor / Lecturer, Mechanical Engineering']",2
"['Instructor/Lecturer, Mechanical Engineering']",3
['Operations Manager'],3
"['Program Coordinator, Biomedical, Industrial & Human Factors Engineering']",3
['Account Clerk'],3
"['Senior Lecturer - Biomedical, Industrial & Human Factors Engineering']",2
"['Lecturer, Biomedical Industrial and Human Factors Engineering and Director of Business Process Reengineering, Wright State Research Institute']",3
['Lecturer'],2
['Computer Systems Administrator'],3
['Academic Graduate Advisor'],3
['Computer Systems Administrator'],3
"['Office Assistant II, Computer Science and Engineering']",3
['Marketing and Undergraduate Program Coordinator'],3
['Administrative Support Coordinator'],3
['Coordinator of Administrative Services'],3
['Administrative Specialist'],3
['Instructor'],2
['Lecturer'],2
['Senior Lecturer and Program Director for CSE'],3
['Instructor'],2
['Lecturer'],2
['Instructor'],2
['Instructor'],2
['Lecturer'],2
['Administrative Assistant to the Department Chair'],3
"['Laboratory Manager, Electrical Engineering']",3
"['Senior Lecturer, Information Systems and Supply Chain Management']",3
['Administrative Specialist'],3
['Instructor and Director of Engineering Mathematics'],3
['Academic Programming Director'],3
['Account Clerk 3'],3
['Instructor'],2
['Instructor'],2
['Office Services/Student Coordinator'],3
['Office Assistant 2'],3
['Lab Manager Mechanical & Materials Engineering Department'],3
['Lecturer of Mechanical Engineering & Materials Science'],3
"['Instructor, Program Coordinator']",3
['Instructor'],2
['Associate Professor'],1
['Part-Time Lecturer'],2
['Full-Time Lecturer'],2
['Full-time Lecturer'],2
['Full-time Lecturer'],2
['Part-time Lecturer'],2
['Part-time Lecturer'],2
['Full-Time Lecturer'],2
['Full-Time Lecturer'],2
['Full-Time Lecturer'],2
[],4
['Part-Time Lecturer'],2
['Full-Time Lecturer'],2
['Part-time Lecturer'],2
['Part-time Lecturer'],2
['Part-time Lecturer'],2
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Professor'],1
['Professor'],1
['Professor and Department Chair'],1
['Lecturer'],2
['Research Professor'],1
['Associate Professor'],1
['Lecturer'],2
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Lecturer'],2
['Dean of the College of Engineering and Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Distinguished Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Distinguished Professor Emeritus'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Associate Professor'],1
"['Capt, USMC; Instructor']",2
"['Capt, USMC; Senior Instructor']",2
"['CAPT, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Assistant Professor, PMP']",1
"['CDR, USN; Master Instructor']",3
"['CDR, USN; Master Instructor']",3
"['CDR, USNR; Senior Instructor']",2
"['LCDR, USN; Master Instructor, JPMP']",3
"['LCDR, USNR; Master Instructor']",3
"['LCDR, USNR; Senior Instructor']",2
"['LT, Spanish Navy; Senior Instructor']",2
"['LT, USN; Master Instructor']",3
"['LT, USN; Senior Instructor']",2
"['LT, USNR; Senior Instructor']",2
"['Major, USMC; Master Instructor']",3
['PEO/IWS Research Engineer'],2
['Professor'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
"['Professor, Department Chairman']",1
['Professor & Chair'],1
['Lecturer'],2
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor & Associate VP Research'],1
['Professor'],1
['Director UAH Center for Cybersecurity & Associate Professor'],1
['Associate Professor'],1
['Associate Research Professor'],1
['Assistant Professor'],1
['Professor'],1
['Distinguished Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Distinguished Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Professor & Chair'],1
['Lecturer'],2
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor & Associate VP Research'],1
['Professor'],1
['Director UAH Center for Cybersecurity & Associate Professor'],1
['Associate Professor'],1
['Associate Research Professor'],1
['Assistant Professor'],1
['Professor'],1
['Distinguished Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Distinguished Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Adjunct Professor'],2
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Associate Professor Emeritus'],1
"['Associate Professor, Assoc Chair']",1
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
['Instructor'],2
"['Perm. Military Prof., Chair']",3
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
"['Associate Professor, Director of Naval Architecture']",1
"['CAPT, PMP, Assistant Professor']",1
"['CDR, Instructor']",2
"['CDR, PMP, Assistant Professor']",1
"['CDR, PMP, Assistant Professor, Associate Chair']",1
"['CDR, Senior Instructor']",2
"['LCDR, Instructor']",2
"['LT, CEC, Instructor']",2
"['LT, Senior Instructor']",2
"['LT, Senior Instructor']",2
['Professor'],1
['Professor'],1
['Professor'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
"['Professor, Director of Hydro Lab']",1
['Teaching Professor'],2
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor and Department Chair'],1
['Associate Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor and; Department Chair'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Distinguished Service Professor'],1
['Professor'],1
['Associate Professor'],1
[],4
['Associate Professor and Department Chair'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Lecturer (ECE), Assistant Research Professor (ECE)']",2
"['Professor (ECE, MSE)']",1
"['Professor (ECE, BME)']",1
"['Professor (ECE, Physics, ME, MSE) Head of the Division of Materials Science & Engineering']",1
['Professor (ECE)'],1
['Associate Professor (ECE)'],1
"['Professor (ECE, SE) and Head of the Division of Systems Engineering']",1
['Professor (ECE)'],1
"['Associate Professor (ECE, MSE)']",1
['Associate Professor (ECE)'],1
['Assistant Professor (ECE)'],1
['Associate Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Associate Professor (ECE)'],1
['Associate Professor (ECE)'],1
['ECE Department Chair & Professor (ECE)'],1
['Professor (ECE)'],1
['Assistant Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Associate Professor (ECE)'],1
['Professor of the Practice (ECE)'],1
['Academic Programs Manager (ECE)'],3
['Professor (ECE)'],1
['Distinguished Professor (ECE)'],1
['Assistant Professor (ECE)'],1
"['Professor (ECE) Associate Dean of Educational Initiatives Associate Director, NSF Smart Lighting Engineering Research Center']",1
['Professor (ECE)'],1
['Assistant Professor (ECE)'],1
['Assistant Professor (ECE)'],1
"['Professor (ECE, MSE)']",1
"['Professor (ECE, BME, SE) Director, Center for Information and Systems Engineering']",1
['Associate Professor of the Practice (ECE)'],1
['Assistant Professor'],1
"['Professor (ECE, MSE)']",1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
['Professor (ECE)'],1
"['ECE Associate Chair for Graduate Studies & Associate Professor (ECE, MSE)']",1
['Assistant Professor (ECE)'],1
['Associate Chair of Master Programs & Professor (ECE)'],1
"['Professor (ECE, MSE)']",1
['Research Assistant Professor'],1
"['Associate Professor (ME, SE)']",1
"['Distinguished Professor (ME, SE, ECE)']",1
['Professor'],1
"['Professor (ME, MSE) Associate Division Head (MSE)']",1
"['Professor (ME, SE, ECE) Director of BU Robotics Lab']",1
"['Professor (ME, MSE) Director, Photonics Center']",1
"['Assistant Professor (ME, MSE)']",1
['Professor of the Practice'],1
"['Assistant Professor (ME, MSE)']",1
"['Professor (ME, SE)']",1
['Associate Professor'],1
['Associate Professor'],1
"['Assistant Professor (ME, MSE)']",1
"['Professor (ME, MSE)']",1
['Senior Lecturer'],2
"['Professor of the Practice (ME, MSE) Director of Masterâ€™s Degree Programs Director of EPIC']",1
"['Associate Professor (ME, MSE, SE)']",1
"['Associate Professor (ME, MSE)']",1
['Lecturer'],2
['Associate Professor of the Practice'],1
"['Assistant Professor (ME, MSE)']",1
['Associate Professor'],1
"['Associate Professor (ME, MSE)']",1
['Associate Professor'],1
"['Professor (ME, MSE)']",1
"['Associate Professor (ME, MSE)']",1
"['Associate Professor (ME, SE)']",1
"['Associate Professor (ME, MSE)']",1
"['Professor (ME, MSE)']",1
"['Assistant Professor (ME, MSE)']",1
"['Professor (ME, MSE) Director of the Fraunhofer Center for Manufacturing Engineering']",1
"['Assistant Professor (ME, SE)']",1
"['Associate Professor (ME, SE)']",1
['Assistant Professor'],1
"['Associate Professor (ME, SE) Associate Division Head, Division of Systems Engineering']",1
"['Lecturer Research Assistant Professor (ME, MSE)']",2
['Associate Professor and Chairperson of Computer Science'],1
['Assistant Professor of Computer Science'],1
['Professor of Computer Science'],1
['Associate Professor of Computer Science'],1
['Professor of Computer Science'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor/Department Chair'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Professor/Associate Department Chair;'],3
['Associate Professor'],1
['Associate Professor'],1
['Professor/ Full time'],2
['Professor/ Full time'],2
['Professor/ Part time'],2
['Professor/ Part time'],2
['Professor/ Full time'],2
['Chair and Professor/ Full time'],2
['Professor/ Full time'],2
['Professor/ Full time'],2
['Professor/ Full time'],2
['Professor/ Full time'],2
['Professor and Chair'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Assistant Professor'],1
['Adjunct Faculty'],2
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Dean/Professor'],2
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Associate Professor'],1
['Jim Abrams Professor'],1
['Professor'],1
['Assistant Professor'],1
['Dean of Graduate Studies/Professor'],3
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Lab Manager'],3
['Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Professor'],1
['Associate Professor and Graduate Coordinator'],1
['Associate Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Professor and Associate Dean'],1
['Assistant Professor'],1
['Associate Professor'],1
['Assistant Professo'],2
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor and Department Chair'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor and Associate Chair'],1
['Professor and AVP'],1
"['Professor, Director Center for Animation']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
"['Professor, Vice Pres Info Tech/CIO']",1
['Professor. Graduate Coordinator'],1
"['Professor, Department Chair']",1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Professor'],1
"['Associate Professor, Undergraduate Advisor']",1
"['Associate Professor, Undergraduate Coordinator']",1
"['Professor, Assoc Dean, Phys and Math Sci']",1
['Professor'],1
['Professor'],1
"['Professor, Associate Chair']",1
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Chair of the Mechanical Engineering Department'],3
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Dean of The College of Physical Sciences and Engineering'],3
['Faculty'],2
['Faculty'],2
['Department Chair'],3
['Faculty'],2
['Faculty'],2
['Visiting Faculty'],2
['Faculty'],2
['Visiting Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
['Faculty'],2
"['Faculty, Curriculum Development Managing Director']",2
['Faculty'],2
['Faculty'],2
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Associate Chair']",1
"['Professor, Associate Dean']",1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Adjunct Faculty'],2
['Adjunct Faculty'],2
['Adjunct Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Professor and Chair'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professional Practice Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Lecturer'],2
['Assistant Professor'],1
['Professor and Chair'],1
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Interim Associate Dean in the College of Science'],3
['Professor of Computer Science'],1
['Assistant Professor'],1
['Professor'],1
['Professor Emeritus'],1
['Professor Emeritus'],1
['Assistant Professor'],1
['Professor'],1
['Graduate Coordinator'],3
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Associate Chair']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['PE. Professor'],1
['Ph.D. Professor'],1
['Professor'],1
['Professor'],1
['Ph.D. Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor and Associate Chair'],1
['Lecturer'],2
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor & Graduate Coordinator'],1
"['Professor, and Chair']",1
['Assistant Professor'],1
['Associate Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Department Chair'],3
['Program Coordinator'],3
['Assistant Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
"['Professor, Civil Grad Program Coordinator']",1
"['Professor, Department Chair']",1
"['Professor, Graduate Program Coordinator']",1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Program Coordinator'],3
['Assistant Professor'],1
['Assistant Professor'],1
['Department Chair'],3
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
"['Assistant Professor, Graduate Program Coordinator']",1
['Professor Assessmen'],1
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor Emeritus'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor MSAE Advisor'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Boeing Endowed Professor'],1
['College of Engineering CSULB'],3
['Assistant Professor'],1
['Assistant Professor BSAE Advisor'],1
['Assistant Professor'],1
['Professor'],1
['MAE Department Chair'],3
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Chairman/Professor'],2
['Graduate Advisor/Professor'],3
['Professor/Undergraduate Advisor'],3
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Full-Time Lecturer'],2
['Assistant Professor'],1
['Assistant Professor'],1
['Chair Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Lecturer'],2
['Associate Professor CE Undergraduate Advising'],1
['Lecturer'],2
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor CEM Undergraduate Adviso'],1
['Professor'],1
['Professor'],1
['Professor Undergraduate Advisor Major - Computer Engineering Minor/Cert - Web Tech'],1
['Associate Professor'],1
['Professor Chair Department of Computer Engineering & Computer Science'],1
['Professor'],1
['Professor'],1
['Professor Emeritus'],1
['Professor Graduate Advisor'],1
['Professor Undergraduate Advisor: Major CS/ Minor CS'],1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, ET Program Advisor']",1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor and Undergraduate Advisor'],1
['Professor'],1
['Professor Chair Department of Electrical Engineering'],1
['Assistant Professor'],1
['Assistant Professor'],1
"['Professor, Chair']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Chair, Advisor']",3
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Graduate Advisor']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Chair, Advisor']",3
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Chair, Advisor']",3
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Department Chair']",1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
"['Assistant Professor, Graduate Coordinator']",1
['Assistant Professor'],1
"['Professor, Chair']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
"['Professor, Dean']",1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Department Chair'],3
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Full-Time Faculty'],2
['Professor'],1
"['Professor, FERP']",1
"['Professor, Undergraduate Advisor']",1
"['Professor, Assessment Coordinator']",1
"['Professor, Department Chair']",1
"['Professor, Graduate Coordinator']",1
['Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Graduate Coordinator'],3
['Department Chair'],3
['Professor'],1
['Associate Professor and Director of The Energy Research Center'],1
['\nProfessor'],1
['Professor'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Associate Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Assistant Professor'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Professor'],1
['Professor; Graduate Coordinator'],1
['Professor; Chair'],1
['Professor'],1
['Lecturer'],2
['Professor'],1
['Professor'],1
['Professor'],1
"['Instructor, Emeritus Faculty']",2
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Lecturer'],2
"['Associate Professor, Chair']",1
['Assistant Professor'],1
['Professor'],1
['Associate Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Associate Dean']",1
['Department Chair'],3
['Associate Chair'],1
['Professor and Graduate Coordinator'],1
['Professor'],1
[],4
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
[],4
[],4
['Assistant Professor'],1
['Professor Emeritus'],1
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Emeritus Faculty'],2
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Director'],3
['Assistant Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Assistant Professor'],1
['Associate Professor'],1
['Program Chair'],3
['Professor'],1
['Professor'],1
"['Assistant Professor, Chair']",1
['Assistant Professor'],1
['Associate Professor'],1
"['Chair, Professor']",1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
['Professor'],1
"['Professor, Part Time']",2
"['Professor, Full Time']",2
"['Professor, Part Time']",2
"['Coordinator, Part Time']",2
"['Professor, Part Time']",2
